((((急性左心衰竭:疾病,或,肺水肿:疾病),或,尿毒症脑病:疾病),或,(((水紊乱:症状,或,电解质紊乱:疾病),或,酸碱平衡紊乱:症状),或,((感染:疾病,或,凝血功能异常:疾病),或,((肾性高血压:疾病,或,肾性贫血:疾病),或,肾性骨病:疾病)))),导致,肾脏病加重:症状)	5-1--总　 　论,内科学,第五篇泌尿系统疾病第一章总论,第一章总论,【肾脏疾病防治原则】,（三）合并症及并发症的治疗
(((冠心病:疾病,或,心力衰竭:疾病),或,肝硬化:疾病),导致,肾脏病加重:症状)	5-1--总　 　论,内科学,第五篇泌尿系统疾病第一章总论,第一章总论,【肾脏疾病防治原则】,（三）合并症及并发症的治疗
((((((高血压:症状,或,高血脂:症状),或,高血糖:症状),或,高尿酸血症:疾病),或,肥胖:症状),或,蛋白尿:症状),导致,肾脏病:病理概念)	5-1--总　 　论,内科学,第五篇泌尿系统疾病第一章总论,第一章总论,【肾脏疾病防治原则】,（二）针对病因和发病机制的治疗,2.针对非免疫发病机制的治疗
((原发性肾小球疾病:疾病,或,继发性肾小球疾病:疾病),是一种,肾脏疾病:疾病)	5-1--总　 　论,内科学,第五篇泌尿系统疾病第一章总论,第一章总论,【肾脏疾病防治原则】,（二）针对病因和发病机制的治疗,1.针对
((狼疮性肾炎:疾病,或,系统性血管炎:疾病),是一种,继发性肾小球疾病:疾病)	5-1--总　 　论,内科学,第五篇泌尿系统疾病第一章总论,第一章总论,【肾脏疾病防治原则】,（二）针对病因和发病机制的治疗,1.针对
((急性肾衰竭:疾病,或,慢性肾衰竭:疾病),导致,全身系统并发症:疾病)	5-1--总　 　论,内科学,第五篇泌尿系统疾病第一章总论,第一章总论,【肾脏疾病的诊断】,（四）并发症诊断
((急性肾衰竭:疾病,或,慢性肾衰竭:疾病),是一种,肾脏病:病理概念)	5-1--总　 　论,内科学,第五篇泌尿系统疾病第一章总论,第一章总论,【肾脏疾病的诊断】,（四）并发症诊断
((肿瘤:症状,或,(代谢疾病:疾病,或,自身免疫疾病:疾病)),导致,继发性肾脏病:疾病)	5-1--总　 　论,内科学,第五篇泌尿系统疾病第一章总论,第一章总论,【肾脏疾病的诊断】,（一）病因诊断
((((((免疫反应介导的肾炎:疾病,或,泌尿系统感染性疾病:疾病),或,肾血管疾病:疾病),或,肾结石:疾病),或,肾肿瘤:疾病),或,先天性肾病:疾病),是一种,原发性肾脏病:疾病)	5-1--总　 　论,内科学,第五篇泌尿系统疾病第一章总论,第一章总论,【肾脏疾病的诊断】,（一）病因诊断
(原发性肾脏疾病:疾病,或,继发性肾脏疾病:疾病)	5-1--总　 　论,内科学,第五篇泌尿系统疾病第一章总论,第一章总论,【肾脏疾病的诊断】,（一）病因诊断
