(弥漫增殖性狼疮性肾炎:疾病,与,严重局灶增殖性狼疮性肾炎:疾病)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【治疗】
(Ⅲ型:阶段,同义词,严重局灶增殖性:阶段)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【治疗】
(Ⅳ型:阶段,同义词,弥漫增殖性:阶段)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【治疗】
((膜性狼疮性肾炎:疾病,条件为,Ⅴ型:阶段),导致,肾病综合征:疾病)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【治疗】
((膜性狼疮性肾炎:疾病,条件为,Ⅴ型:阶段),导致,(无症状蛋白尿:症状,与,肾功能稳定:症状))	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【治疗】
(局灶增生性狼疮性肾炎:疾病,导致,((弥漫性节段性肾损害:症状,或,大量蛋白尿:症状),或,活动性尿沉渣:症状))	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【治疗】
(血尿:症状,是一种,活动性尿沉渣:症状)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【治疗】
(局灶增生性狼疮性肾炎:疾病,是一种,狼疮性肾炎:疾病)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【治疗】
((系统性红斑狼疮:疾病,条件为,持续性蛋白尿:疾病),导致,狼疮性肾炎:疾病)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎
(((Ⅳ型狼疮性肾炎:疾病,或,Ⅴ型＋Ⅲ型狼疮性肾炎:疾病),或,Ⅴ型＋Ⅳ型狼疮性肾炎:疾病),导致,慢性肾衰竭:疾病)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【临床表现】,（五）肾衰竭
((狼疮性肾炎:疾病,条件为,病情未有效控制:事件),导致,慢性肾衰竭:疾病)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【临床表现】,（五）肾衰竭
(狼疮性肾炎:疾病,导致,血栓:症状)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【临床表现】,（五）肾衰竭
((狼疮性肾炎:疾病,条件为,急性间质性肾炎:疾病),导致,急性肾衰竭:疾病)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【临床表现】,（五）肾衰竭
((狼疮性肾炎:疾病,条件为,肾内血管病变:症状),导致,(高血压:症状,或,恶性高血压:疾病))	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【临床表现】,（四）高血压
(狼疮性肾炎:疾病,导致,肾衰竭:疾病)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎
(狼疮性肾炎:疾病,导致,高血压:症状)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎
(狼疮性肾炎:疾病,导致,管型尿:症状)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎
(狼疮性肾炎:疾病,导致,((镜下血尿:症状,或,持续肉眼血尿:症状),或,大量镜下血尿:症状))	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎
(狼疮性肾炎:疾病,导致,血尿:症状)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎
(狼疮性肾炎:疾病,导致,蛋白尿:症状)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎
(((镜下血尿:症状,或,持续肉眼血尿:症状),或,大量镜下血尿:症状),是一种,血尿:症状)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【临床表现】,（二）血尿
((狼疮性肾炎:疾病,条件为,(Ⅱ型:阶段,或,Ⅲ型:阶段)),导致,肾病综合征:疾病)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【临床表现】,（一）蛋白尿
((狼疮性肾炎:疾病,条件为,Ⅰ型:阶段),导致,(无:否定词,否定修饰,蛋白尿:症状))	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【临床表现】,（一）蛋白尿
(重度增生性和（或）膜性狼疮性肾炎:疾病,导致,大量蛋白尿:症状)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【临床表现】,（一）蛋白尿
((狼疮性肾炎:疾病,条件为,个别:阶段),导致,慢性肾衰竭:疾病)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【临床表现】
(狼疮性肾炎:疾病,导致,(((无症状性蛋白尿和（或）血尿:症状,或,高血压:症状),或,肾病综合征:疾病),或,急进性肾炎综合征:疾病))	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【临床表现】
((系统性红斑狼疮:疾病,条件为,肾衰竭:疾病),导致,死亡:事件)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎
((系统性红斑狼疮:疾病,条件为,肾脏:部位),导致,狼疮性肾炎:疾病)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎
(狼疮性肾炎:疾病,导致,高血压:症状)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【临床表现】,（四）高血压
(狼疮性肾炎:疾病,导致,蛋白尿:症状)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【临床表现】,（一）蛋白尿
((狼疮性肾炎:疾病,条件为,晚期:状态修饰语),导致,尿毒症:疾病)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【临床表现】
((狼疮性肾炎:疾病,条件为,(间质病变:症状,或,血管病变:症状)),导致,肾脏受损较重:症状)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎,【病理】
(狼疮性肾炎:疾病,导致,肾脏受累:症状)	5-6-1-狼疮性肾炎,内科学,第五篇泌尿系统疾病第六章继发性肾病第一节狼疮性肾炎,第一节狼疮性肾炎
(狼疮性肾炎:疾病,是一种,继发性肾病:疾病)	5-6-1-狼疮性肾炎,内科学
(继发性肾病:疾病,是一种,泌尿系统疾病:疾病)	5-6-1-狼疮性肾炎,内科学
