(肾动脉阻塞:疾病,导致,(无尿:症状,与,急性肾损伤:症状))	5-10-2-肾动脉栓塞和血栓形成,内科学,第五篇泌尿系统疾病第十章肾血管疾病第二节肾动脉栓塞和血栓形成,第二节肾动脉栓塞和血栓形成,【临床表现】
(肾动脉阻塞:疾病,导致,高血压:症状)	5-10-2-肾动脉栓塞和血栓形成,内科学,第五篇泌尿系统疾病第十章肾血管疾病第二节肾动脉栓塞和血栓形成,第二节肾动脉栓塞和血栓形成,【临床表现】
((肾动脉阻塞:疾病,导致,肾梗死:疾病),导致,(((腰痛:疾病,与,脊肋角叩痛:症状),与,蛋白尿:症状),与,血尿:症状))	5-10-2-肾动脉栓塞和血栓形成,内科学,第五篇泌尿系统疾病第十章肾血管疾病第二节肾动脉栓塞和血栓形成,第二节肾动脉栓塞和血栓形成,【临床表现】
(肾动脉阻塞:疾病,导致,肾缺血:疾病)	5-10-2-肾动脉栓塞和血栓形成,内科学,第五篇泌尿系统疾病第十章肾血管疾病第二节肾动脉栓塞和血栓形成,第二节肾动脉栓塞和血栓形成,【临床表现】
((((((心房颤动附壁血栓:症状,或,心肌梗死附壁血栓:症状),或,换瓣术后血栓:症状),或,心房黏液瘤:症状),或,脂肪栓子:症状),或,肿瘤栓子:症状),导致,肾动脉栓塞:疾病)	5-10-2-肾动脉栓塞和血栓形成,内科学,第五篇泌尿系统疾病第十章肾血管疾病第二节肾动脉栓塞和血栓形成,第二节肾动脉栓塞和血栓形成,【病因】
(慢性双侧栓塞:症状,导致,(肾梗死:疾病,与,肾功能进展性下降:症状))	5-10-2-肾动脉栓塞和血栓形成,内科学,第五篇泌尿系统疾病第十章肾血管疾病第二节肾动脉栓塞和血栓形成,第二节肾动脉栓塞和血栓形成,【临床表现】
((肾动脉病变:症状,或,动脉壁创伤:症状),导致,肾动脉血栓:症状)	5-10-2-肾动脉栓塞和血栓形成,内科学,第五篇泌尿系统疾病第十章肾血管疾病第二节肾动脉栓塞和血栓形成,第二节肾动脉栓塞和血栓形成,【病因】
(((动脉粥样硬化:疾病,或,炎症:症状),或,动脉瘤:疾病),是一种,肾动脉病变:症状)	5-10-2-肾动脉栓塞和血栓形成,内科学,第五篇泌尿系统疾病第十章肾血管疾病第二节肾动脉栓塞和血栓形成,第二节肾动脉栓塞和血栓形成,【病因】
(肾动脉栓塞和血栓形成:症状,导致,(肾缺血:疾病,与,肾梗死:疾病))	5-10-2-肾动脉栓塞和血栓形成,内科学,第五篇泌尿系统疾病第十章肾血管疾病第二节肾动脉栓塞和血栓形成
(肾动脉栓塞和血栓形成:症状,是一种,肾血管疾病:疾病)	5-10-2-肾动脉栓塞和血栓形成,内科学
(肾血管疾病:疾病,是一种,泌尿系统疾病:疾病)	5-10-2-肾动脉栓塞和血栓形成,内科学
