((((((贫血:疾病,或,高脂血症:疾病),或,高同型半胱氨酸血症:疾病),或,老年:人群分类),或,营养不良:疾病),或,尿毒症毒素蓄积:症状),导致,慢性肾衰竭:疾病)	5-13--慢性肾衰竭,内科学,第五篇泌尿系统疾病第十三章慢性肾衰竭,第十三章慢性肾衰竭,【定义、病因和发病机制】,（三）慢性肾衰竭进展的危险因素,1.慢性肾衰竭渐进性发展的危险因素
(((甲基胍:化学物质,或,甲状旁腺激素:化学物质),或,酚类:化学物质),是一种,尿毒症毒素:化学物质)	5-13--慢性肾衰竭,内科学,第五篇泌尿系统疾病第十三章慢性肾衰竭,第十三章慢性肾衰竭,【定义、病因和发病机制】,（三）慢性肾衰竭进展的危险因素,1.慢性肾衰竭渐进性发展的危险因素
(高尿酸血症:疾病,导致,痛风:疾病)	5-13--慢性肾衰竭,内科学,第五篇泌尿系统疾病第十三章慢性肾衰竭,第十三章慢性肾衰竭,【预防与治疗】,（三）慢性肾衰竭的药物治疗,8.其他
(营养不良:疾病,并发症,尿毒症:疾病)	5-13--慢性肾衰竭,内科学,第五篇泌尿系统疾病第十三章慢性肾衰竭,第十三章慢性肾衰竭,【预防与治疗】,（三）慢性肾衰竭的药物治疗,7.口服吸附疗法和导泻疗法
(高血脂:症状,同义词,高脂血症:疾病)	5-13--慢性肾衰竭,内科学,第五篇泌尿系统疾病第十三章慢性肾衰竭,第十三章慢性肾衰竭,【预防与治疗】,（三）慢性肾衰竭的药物治疗,6.高脂血症的治疗
((急性出血:症状,或,急性冠脉综合征:疾病),并发症,贫血:疾病)	5-13--慢性肾衰竭,内科学,第五篇泌尿系统疾病第十三章慢性肾衰竭,第十三章慢性肾衰竭,【预防与治疗】,（三）慢性肾衰竭的药物治疗,3.贫血的治疗和重组人促红细胞生成素（rHuEPO）的应用
(轻度低钠血症:疾病,与,中度低钠血症:疾病)	5-13--慢性肾衰竭,内科学,第五篇泌尿系统疾病第十三章慢性肾衰竭,第十三章慢性肾衰竭,【预防与治疗】,（三）慢性肾衰竭的药物治疗,1.纠正酸中毒和水、电解质紊乱
(水潴留:症状,与,钠潴留:症状)	5-13--慢性肾衰竭,内科学,第五篇泌尿系统疾病第十三章慢性肾衰竭,第十三章慢性肾衰竭,【预防与治疗】,（三）慢性肾衰竭的药物治疗,1.纠正酸中毒和水、电解质紊乱
(水紊乱:症状,与,钠紊乱:症状)	5-13--慢性肾衰竭,内科学,第五篇泌尿系统疾病第十三章慢性肾衰竭,第十三章慢性肾衰竭,【预防与治疗】,（三）慢性肾衰竭的药物治疗,1.纠正酸中毒和水、电解质紊乱
(水紊乱:症状,与,电解质紊乱:疾病)	5-13--慢性肾衰竭,内科学,第五篇泌尿系统疾病第十三章慢性肾衰竭,第十三章慢性肾衰竭,【预防与治疗】,（三）慢性肾衰竭的药物治疗
